Locus	Name	main	G1_trimmed_unaligned_RFAM_RNACentral	G2_trimmed_unaligned_RFAM_RNACentral	G3_trimmed_unaligned_RFAM_RNACentral	U1_trimmed_unaligned_RFAM_RNACentral	W0U1_trimmed_unaligned_RFAM_RNACentral	W0U2_trimmed_unaligned_RFAM_RNACentral	W0U3_trimmed_unaligned_RFAM_RNACentral	W3I1_trimmed_unaligned_RFAM_RNACentral	W3I2_trimmed_unaligned_RFAM_RNACentral	W3I3_trimmed_unaligned_RFAM_RNACentral	W5I1_trimmed_unaligned_RFAM_RNACentral	W5I2_trimmed_unaligned_RFAM_RNACentral	W5I3_trimmed_unaligned_RFAM_RNACentral	W7I1_trimmed_unaligned_RFAM_RNACentral	W7I2_trimmed_unaligned_RFAM_RNACentral	W7I3_trimmed_unaligned_RFAM_RNACentral
chr1A_part1:452457355-452457562	Cluster_381	452	0	0	0	0	1	45	77	8	30	33	63	20	62	46	32	35
chr1A_part2:48115630-48115661	Cluster_516	862	1	0	0	1	0	119	282	4	79	148	99	3	69	11	28	18
chr1A_part2:53878186-53878350	Cluster_526	291	0	0	0	0	0	32	48	2	14	23	25	14	65	14	31	23
chr1B_part1:16858857-16860200	Cluster_722	250	0	0	0	0	0	36	35	7	20	23	30	11	35	15	16	22
chr1B_part1:16927969-16928682	Cluster_723	746	0	0	0	0	0	89	117	14	53	71	59	33	142	52	60	56
chr1B_part1:77543727-77543843	Cluster_786	9268	1	3	3	1	0	1345	1043	20	416	769	263	31	3925	84	489	875
chr1B_part1:77545004-77545265	Cluster_787	525	1	0	0	0	1	71	104	9	40	56	54	6	97	11	33	42
chr1B_part1:83209174-83209608	Cluster_796	264	0	0	0	0	0	31	50	2	15	30	32	23	31	9	16	25
chr1B_part1:197169773-197169795	Cluster_879	1522	0	0	0	0	0	264	240	5	104	226	26	0	315	10	147	185
chr1B_part1:341933732-341933813	Cluster_972	759	1	0	0	0	1	90	128	5	43	88	40	10	161	48	66	78
chr1B_part1:357916236-357916332	Cluster_984	318	0	0	1	0	0	46	37	3	24	31	26	13	46	22	24	45
chr1B_part1:415113716-415113965	Cluster_1020	331	0	0	0	0	0	38	52	8	25	23	30	10	79	18	27	21
chr1B_part2:189334946-189335029	Cluster_1281	264	0	0	0	0	0	25	56	2	21	27	32	11	42	14	13	21
chr1B_part2:235954358-235954676	Cluster_1413	324	0	0	0	0	0	32	45	6	30	35	50	18	48	27	18	15
chr1D_part1:2485018-2486434	Cluster_1430	2486	0	0	0	1	2	208	330	36	152	215	304	76	484	213	221	244
chr1D_part1:2686943-2687318	Cluster_1432	1418	0	0	0	0	1	105	227	26	68	116	181	81	230	158	132	93
chr1D_part1:11496181-11497089	Cluster_1464	308	0	0	0	0	0	38	54	2	17	39	40	4	55	14	20	25
chr1D_part1:12534448-12536033	Cluster_1473	282	0	0	0	0	0	33	56	5	17	31	45	19	44	9	7	16
chr1D_part1:50959679-50959902	Cluster_1520	603	0	0	0	0	0	67	164	6	50	107	98	16	46	15	20	14
chr1D_part1:50960017-50960118	Cluster_1521	272	0	0	0	0	0	32	67	2	13	28	46	7	40	11	13	13
chr1D_part1:51037863-51037988	Cluster_1524	1628	1	0	0	1	1	195	471	16	122	234	256	38	134	51	65	43
chr1D_part1:51039510-51039551	Cluster_1525	383	0	0	0	0	0	59	101	3	38	63	29	1	44	4	25	16
chr1D_part1:58113578-58113739	Cluster_1562	308	0	0	0	0	0	29	39	4	22	31	46	13	56	15	17	36
chr1D_part1:225397551-225398699	Cluster_1732	737	0	0	0	0	2	91	139	10	57	65	104	25	107	43	37	57
chr1D_part1:233352998-233353235	Cluster_1739	301	0	0	0	0	2	37	69	5	19	35	43	9	25	16	24	17
chr1D_part1:236440945-236441033	Cluster_1741	763	0	0	0	0	0	88	115	12	45	83	47	10	167	37	79	80
chr1D_part1:236546635-236546767	Cluster_1743	251	7	2	0	3	0	32	13	29	44	36	12	8	29	16	8	12
chr1D_part1:254662240-254662337	Cluster_1863	315	0	0	1	1	0	34	38	8	24	28	28	12	50	25	27	39
chr1D_part1:283562820-283564334	Cluster_1893	335	0	1	0	0	0	47	61	6	25	39	44	16	42	11	25	18
chr1D_part1:368340428-368340611	Cluster_1998	364	0	0	0	1	1	31	19	11	29	18	21	6	48	28	80	71
chr1D_part2:33324373-33324496	Cluster_2251	8493	1	4	4	2	2	1249	225	1027	1401	957	137	37	1805	207	519	916
chr2A_part1:44839130-44840168	Cluster_2364	292	0	0	0	0	0	25	38	4	24	28	34	19	59	16	20	25
chr2A_part1:56880683-56882285	Cluster_2385	407	0	0	0	1	0	44	65	3	19	49	58	13	68	26	28	33
chr2A_part1:56883989-56885232	Cluster_2389	309	0	0	0	0	0	39	60	3	27	26	34	8	53	11	20	28
chr2A_part1:149235042-149235126	Cluster_2530	450	0	0	0	0	0	66	109	15	54	62	57	34	25	12	8	8
chr2A_part1:337716375-337716672	Cluster_2656	448	0	0	0	1	2	59	81	7	31	37	60	13	72	23	27	35
chr2A_part1:337716817-337717322	Cluster_2657	666	0	0	0	0	0	72	114	10	62	69	122	23	86	42	37	29
chr2A_part1:337719574-337720056	Cluster_2661	354	0	0	0	0	0	62	87	1	27	32	27	5	64	8	22	19
chr2A_part1:337856106-337857067	Cluster_2662	2180	1	0	1	0	1	277	437	13	157	206	314	58	353	123	101	138
chr2A_part1:337859124-337859617	Cluster_2664	508	0	0	0	0	0	86	104	3	44	55	44	6	95	15	28	28
chr2A_part2:109677392-109677427	Cluster_2861	2322	0	0	0	1	0	234	334	42	112	161	275	218	387	136	239	183
chr2A_part2:109680604-109680694	Cluster_2862	2465	0	0	2	0	0	261	406	35	180	254	212	63	504	103	195	250
chr2A_part2:136602862-136603181	Cluster_2903	447	0	0	0	0	0	60	58	6	26	44	62	9	92	38	27	25
chr2A_part2:221343909-221344034	Cluster_3013	2449	0	0	1	0	1	230	607	59	150	184	511	280	161	104	101	60
chr2A_part2:237712986-237713052	Cluster_3026	459	0	0	0	0	0	33	26	23	76	62	35	14	21	28	81	60
chr2A_part2:283018129-283018193	Cluster_3113	3921	1	0	0	1	2	226	174	286	637	404	311	90	262	275	779	473
chr2A_part2:293056683-293056879	Cluster_3144	246	0	0	0	0	0	22	51	5	15	19	37	13	37	18	14	15
chr2A_part2:312426215-312426312	Cluster_3179	3296	0	0	0	0	1	174	457	61	195	228	563	155	290	532	366	274
chr2B_part1:58353801-58353962	Cluster_3289	5996	77	5	9	11	0	292	118	661	700	566	226	450	589	599	848	845
chr2B_part1:58547723-58548078	Cluster_3290	3476	24	2	3	5	1	269	82	473	372	297	110	261	412	289	417	459
chr2B_part1:92787831-92788499	Cluster_3327	2912	1	0	1	1	0	454	646	46	287	623	86	4	495	21	116	131
chr2B_part1:216912659-216912683	Cluster_3486	8056	2466	1877	1200	2478	0	0	0	0	1	3	2	3	1	9	8	8
chr2B_part1:353969546-353969568	Cluster_3582	494	135	172	104	83	0	0	0	0	0	0	0	0	0	0	0	0
chr2B_part1:446074821-446074929	Cluster_3690	721	136	268	236	70	0	0	0	0	0	0	0	1	1	1	1	7
chr2B_part2:37116057-37116091	Cluster_3763	2341	0	0	0	1	0	223	360	38	100	160	250	198	425	145	212	229
chr2B_part2:54714994-54715014	Cluster_3778	949	377	298	216	58	0	0	0	0	0	0	0	0	0	0	0	0
chr2B_part2:84616595-84616762	Cluster_3805	2987	1	1	0	1	1	484	520	39	173	312	312	120	508	129	151	235
chr2B_part2:139365913-139366623	Cluster_3853	3255	3	1	4	5	2	386	131	114	428	240	108	25	746	122	297	643
chr2B_part2:192432775-192432898	Cluster_3888	315	0	0	0	0	0	35	49	6	27	40	38	17	56	8	20	19
chr2B_part2:245963300-245963503	Cluster_3954	499	0	0	0	0	1	50	97	6	45	56	71	27	67	34	25	20
chr2B_part2:279376553-279376644	Cluster_4021	557	0	0	0	0	0	83	85	4	41	64	40	3	120	12	49	56
chr2B_part2:315850188-315850528	Cluster_4083	274	0	0	0	0	0	31	38	7	28	24	36	13	38	22	21	16
chr2B_part2:318843349-318843434	Cluster_4094	3677	3	0	0	0	1	279	778	43	246	335	589	37	538	120	419	289
chr2B_part2:335788761-335788884	Cluster_4128	2724	1	1	1	0	0	475	167	141	380	384	88	15	538	53	226	254
chr2D_part1:11047177-11047198	Cluster_4166	407	78	144	115	63	0	0	0	0	0	0	1	0	1	2	1	2
chr2D_part1:74128425-74128887	Cluster_4310	329	0	0	0	0	0	30	60	5	32	33	47	7	38	34	18	25
chr2D_part1:95715256-95715588	Cluster_4360	367	0	0	0	0	0	34	54	7	29	42	46	19	51	28	31	26
chr2D_part1:151985102-151985212	Cluster_4427	1102	0	0	0	0	1	150	273	24	138	201	119	25	86	24	38	23
chr2D_part1:185384869-185385925	Cluster_4460	595	0	0	0	0	1	66	100	6	45	44	86	23	106	40	49	29
chr2D_part1:189380614-189381568	Cluster_4471	272	0	0	0	0	0	36	50	5	24	22	30	2	51	15	19	18
chr2D_part1:189381649-189383166	Cluster_4472	620	0	0	0	0	0	79	105	12	53	61	108	16	77	34	32	43
chr2D_part1:189383770-189385068	Cluster_4473	462	0	0	0	0	1	67	83	8	27	43	61	4	99	14	24	31
chr2D_part1:235487226-235487351	Cluster_4508	1100	17	2	2	1	2	49	25	100	155	114	37	75	108	116	136	161
chr2D_part1:385151928-385151954	Cluster_4637	274	0	0	0	0	2	9	5	44	44	13	17	25	12	43	36	24
chr2D_part1:418066954-418067007	Cluster_4682	2304	0	0	0	1	0	234	299	48	125	158	249	197	419	131	231	212
chr2D_part1:450395494-450395920	Cluster_4721	791	0	0	0	0	0	104	120	13	40	78	105	11	148	61	45	66
chr2D_part2:106012357-106012435	Cluster_4880	2621	1	0	0	0	0	211	229	41	156	186	337	129	546	209	238	338
chr2D_part2:166969238-166969386	Cluster_5027	72076	28	3	5	8	14	5265	14531	828	5250	7013	11783	718	9285	2483	8516	6346
chr2D_part2:177063975-177063998	Cluster_5048	527	101	185	138	101	0	0	0	0	0	0	0	0	1	0	0	1
chr2D_part2:179401855-179401979	Cluster_5051	843	0	1	0	0	0	22	18	116	274	408	1	0	3	0	0	0
chr2D_part2:186298247-186298536	Cluster_5073	554	0	0	1	0	0	58	83	13	49	53	73	36	81	37	25	45
chr3A_part1:13738990-13739158	Cluster_5100	2514	6	4	6	5	0	283	154	106	132	186	113	154	577	178	302	308
chr3A_part1:19497490-19498215	Cluster_5104	804	8	2	1	1	1	65	32	142	151	102	46	29	60	40	54	70
chr3A_part1:150015797-150016913	Cluster_5296	46774	1	1	4	11	22	4815	7949	819	3418	3950	6363	3831	6255	3237	2998	3100
chr3A_part1:150066526-150067686	Cluster_5297	48868	6	1	8	17	6	4932	7728	1020	3806	4488	5029	4065	6268	4139	3673	3682
chr3A_part1:150727884-150728288	Cluster_5298	21575	2	1	4	8	6	2466	4156	412	1305	1784	2655	2017	2510	1288	1598	1363
chr3A_part1:150728382-150728518	Cluster_5299	8715	0	2	1	2	0	641	1718	168	693	797	1828	653	559	651	548	454
chr3A_part1:155833641-155833964	Cluster_5305	266	0	0	0	0	0	21	36	3	37	30	40	14	39	14	17	15
chr3A_part1:163800589-163800710	Cluster_5312	1401	0	1	0	0	0	128	169	10	110	110	179	99	265	118	70	142
chr3A_part1:163800941-163801104	Cluster_5313	1583	0	1	1	0	0	93	195	11	173	111	265	91	205	144	139	154
chr3A_part1:163801184-163801275	Cluster_5314	1373	1	0	0	1	0	137	199	28	73	113	139	110	266	82	124	100
chr3A_part1:163801371-163801763	Cluster_5315	1984	1	0	0	2	0	218	332	36	135	159	219	140	379	107	126	130
chr3A_part1:163805978-163806092	Cluster_5316	1158	0	0	0	0	0	87	98	18	56	68	51	32	318	70	151	209
chr3A_part1:240524774-240524796	Cluster_5367	1534	173	658	544	128	0	0	0	0	0	1	0	1	10	4	2	13
chr3A_part2:247911909-247911930	Cluster_5809	278	58	101	56	63	0	0	0	0	0	0	0	0	0	0	0	0
chr3A_part2:256727001-256727759	Cluster_5819	7166	2	0	1	1	1	954	1290	181	498	696	613	446	932	643	449	459
chr3A_part2:256740751-256740961	Cluster_5820	1866	2	0	1	1	0	320	306	8	92	208	87	4	520	26	113	178
chr3A_part2:256968449-256968615	Cluster_5826	322	0	0	0	0	0	40	65	4	30	39	12	5	54	16	22	35
chr3A_part2:263553573-263554023	Cluster_5836	414	0	0	0	0	0	74	103	8	19	35	122	19	10	9	9	6
chr3A_part2:263554135-263554696	Cluster_5837	485	0	0	0	0	0	85	163	7	28	31	106	14	29	5	8	9
chr3A_part2:263624538-263624974	Cluster_5839	455	0	0	1	0	0	86	142	6	26	37	107	18	14	3	6	9
chr3A_part2:283695656-283697200	Cluster_5870	382	0	0	0	0	0	47	70	4	24	27	42	11	74	26	29	28
chr3A_part2:285282128-285282322	Cluster_5872	268	0	0	0	0	0	31	50	6	19	34	33	12	37	14	12	20
chr3B_part1:6753659-6753920	Cluster_5894	9726	19	17	10	16	3	1065	597	403	498	709	507	583	2166	702	1181	1250
chr3B_part1:13946457-13946513	Cluster_5900	463	0	0	0	0	0	25	36	37	42	43	30	38	28	74	58	52
chr3B_part1:191212484-191213714	Cluster_6090	5468	0	0	1	1	1	545	931	92	423	502	695	430	707	374	400	366
chr3B_part1:191252925-191254116	Cluster_6091	34731	4	4	6	12	8	3954	5698	767	2686	3417	3053	2713	4534	2629	2529	2717
chr3B_part1:201515051-201515311	Cluster_6116	375	0	1	0	2	1	30	17	58	71	45	25	12	30	28	27	28
chr3B_part1:207304092-207304443	Cluster_6145	3235	0	0	0	3	0	247	392	40	254	225	356	286	516	287	300	329
chr3B_part1:207304738-207305043	Cluster_6147	390	1	0	0	0	0	37	62	6	28	33	46	32	60	20	34	31
chr3B_part1:209668170-209668301	Cluster_6148	1465	546	460	288	169	0	0	0	0	1	0	0	0	0	0	1	0
chr3B_part1:285650844-285650865	Cluster_6194	378	108	99	70	100	0	0	0	0	0	0	0	0	0	0	0	1
chr3B_part2:133817048-133817860	Cluster_6413	354	0	0	0	0	0	53	64	9	19	24	43	16	43	19	30	34
chr3B_part2:243308060-243308301	Cluster_6545	676	144	236	178	101	0	2	2	0	0	5	4	1	1	0	1	1
chr3B_part2:257390553-257390693	Cluster_6562	259	0	0	0	0	0	33	33	3	26	28	26	21	41	19	11	18
chr3B_part2:317237890-317238604	Cluster_6631	20354	10	2	6	8	7	3065	3349	170	1496	2111	1360	199	5004	426	1314	1827
chr3B_part2:317402267-317402573	Cluster_6632	787	0	0	0	1	0	122	148	4	50	91	60	7	170	21	39	74
chr3B_part2:331389636-331391202	Cluster_6656	932	0	0	0	1	0	117	185	21	81	90	78	41	151	46	56	65
chr3B_part2:337397344-337398665	Cluster_6667	740	0	0	0	0	0	113	177	8	59	72	154	22	65	10	36	24
chr3B_part2:357491359-357491519	Cluster_6701	286	2	0	0	0	0	22	30	12	25	35	36	11	39	17	42	15
chr3B_part2:369026340-369027940	Cluster_6727	556	0	0	0	0	0	79	94	9	48	72	63	32	64	21	34	40
chr3D_part1:6526267-6526441	Cluster_6755	2426	8	5	4	1	0	272	146	87	124	160	118	136	575	185	290	315
chr3D_part1:30328332-30328382	Cluster_6827	271	0	0	0	0	0	7	16	30	40	7	23	30	6	60	31	21
chr3D_part1:40718817-40719042	Cluster_6844	334	0	0	0	0	0	37	49	8	31	32	40	19	57	19	20	22
chr3D_part1:42368251-42368459	Cluster_6849	393	2	0	0	2	0	49	19	10	40	33	11	2	101	14	55	55
chr3D_part1:65610097-65610187	Cluster_6886	1516	1	0	0	0	0	263	271	23	115	135	136	70	247	78	76	101
chr3D_part1:65610266-65610416	Cluster_6887	6585	1	1	1	1	1	983	1158	80	468	666	677	249	1202	233	371	493
chr3D_part1:135130425-135131589	Cluster_6969	10005	0	0	1	4	0	971	1562	232	805	1005	973	734	1256	858	776	828
chr3D_part1:135160913-135161983	Cluster_6970	12576	0	0	1	5	2	1209	1862	311	1138	1383	1386	942	1390	1009	968	970
chr3D_part1:135388978-135389372	Cluster_6971	14379	0	2	2	5	3	1559	2661	276	988	1217	2047	1230	1666	816	992	915
chr3D_part1:135389500-135389606	Cluster_6972	854	0	0	0	0	0	67	164	17	76	70	194	58	62	55	51	40
chr3D_part1:143960124-143960556	Cluster_6990	1151	0	0	1	0	0	116	166	13	59	109	68	97	218	72	114	118
chr3D_part1:143960649-143961270	Cluster_6991	1115	0	0	0	0	0	101	193	9	93	121	135	83	172	60	72	76
chr3D_part1:143964578-143964768	Cluster_6992	11419	2	0	0	9	2	1141	1495	239	689	870	714	366	2116	993	1206	1577
chr3D_part1:350128639-350128889	Cluster_7163	263	0	1	0	0	0	30	39	5	17	20	30	14	51	17	22	17
chr3D_part1:350599756-350599946	Cluster_7164	300	0	0	0	0	1	24	66	3	28	25	44	11	37	20	18	23
chr3D_part1:378216352-378216467	Cluster_7194	261	0	0	0	0	0	31	39	6	27	32	21	11	40	23	10	21
chr3D_part1:444069351-444069517	Cluster_7287	525	0	0	0	1	0	60	95	3	32	45	51	18	129	18	55	18
chr3D_part2:47211086-47211167	Cluster_7391	293	0	0	0	0	0	11	24	7	36	36	8	21	38	33	38	41
chr3D_part2:63223620-63223735	Cluster_7418	801	0	1	0	0	0	29	28	58	111	42	38	57	38	113	188	98
chr3D_part2:68212124-68212231	Cluster_7428	2726	0	1	1	2	3	607	518	8	175	314	105	29	648	34	99	182
chr3D_part2:89359423-89359746	Cluster_7471	249	0	0	0	0	0	27	40	5	27	23	28	18	38	20	7	16
chr3D_part2:98584017-98584599	Cluster_7481	6083	0	1	1	1	2	978	1038	66	381	639	465	126	1316	158	375	536
chr3D_part2:99297765-99297847	Cluster_7484	346	0	0	0	0	0	59	67	5	20	47	45	7	54	5	15	22
chr3D_part2:99316832-99316894	Cluster_7485	485	0	0	0	0	0	96	72	1	33	53	13	1	129	3	30	54
chr3D_part2:99317124-99317236	Cluster_7486	254	0	1	0	0	0	31	52	2	13	47	15	0	60	4	16	13
chr3D_part2:105782551-105784018	Cluster_7505	468	0	0	0	0	0	60	103	9	30	48	57	20	70	20	25	26
chr3D_part2:134361518-134361627	Cluster_7567	2444	0	0	1	1	0	235	463	53	171	256	340	140	332	119	185	148
chr4A_part1:1887511-1887677	Cluster_7573	394	0	0	0	1	0	33	89	6	32	37	51	15	52	21	35	22
chr4A_part1:19582942-19583091	Cluster_7614	6560	1	1	4	3	2	723	790	62	364	542	282	194	1552	316	821	903
chr4A_part1:343932938-343933117	Cluster_7905	419	0	0	0	0	0	49	71	8	32	37	50	14	61	25	44	28
chr4A_part2:50717360-50717545	Cluster_7988	2462	2	0	0	0	0	406	550	21	192	280	157	18	463	47	132	194
chr4A_part2:50717909-50718113	Cluster_7990	1468	0	0	0	0	0	190	324	13	79	200	102	18	285	29	111	117
chr4A_part2:144274772-144274794	Cluster_8118	252	0	0	0	0	0	62	46	2	10	20	34	0	55	3	9	11
chr4A_part2:156840976-156841065	Cluster_8155	280	0	0	0	0	0	35	51	2	19	55	20	7	50	10	16	15
chr4A_part2:157935698-157935880	Cluster_8163	351	0	0	0	0	0	37	72	6	26	38	31	12	60	21	26	22
chr4A_part2:167912064-167912165	Cluster_8179	344	0	0	0	0	1	30	54	6	19	24	187	9	12	0	1	1
chr4A_part2:222200803-222201238	Cluster_8259	908	0	0	0	0	0	106	149	13	72	52	194	64	122	60	28	48
chr4A_part2:222207018-222207553	Cluster_8261	4810	0	0	0	2	0	534	693	64	343	360	578	279	871	264	409	413
chr4A_part2:223245393-223246102	Cluster_8267	846	0	0	0	1	0	68	121	9	70	69	112	51	115	95	69	66
chr4B_part1:28164516-28164686	Cluster_8406	332	0	0	0	0	0	16	48	8	21	29	31	3	57	45	40	34
chr4B_part1:57441818-57441875	Cluster_8446	338	0	0	0	0	0	11	13	32	52	21	20	16	15	41	78	39
chr4B_part1:105344564-105344764	Cluster_8496	275	0	0	0	0	0	24	47	4	18	38	36	13	37	20	18	20
chr4B_part1:127846860-127847074	Cluster_8508	5739	3	0	0	3	0	975	1309	32	477	613	330	29	1127	100	298	443
chr4B_part1:127847452-127847675	Cluster_8509	2092	1	1	0	1	1	258	452	9	146	295	157	29	371	52	166	153
chr4B_part1:156696882-156696942	Cluster_8533	380	120	94	92	72	0	0	0	0	0	0	0	0	0	1	0	1
chr4B_part1:180199354-180199624	Cluster_8551	408	0	0	0	0	0	46	66	11	31	37	44	27	70	22	27	27
chr4B_part1:181683567-181684270	Cluster_8554	392	0	0	0	0	0	37	60	8	41	52	86	16	42	10	17	23
chr4B_part1:181684744-181685386	Cluster_8555	1287	0	0	0	0	0	119	214	37	108	140	265	94	137	43	66	64
chr4B_part2:57418868-57419017	Cluster_8799	288	0	0	0	0	0	27	35	1	30	22	61	7	55	8	9	33
chr4B_part2:109003274-109003330	Cluster_8853	342	0	0	1	0	0	38	41	4	22	32	41	20	31	29	51	32
chr4B_part2:143418198-143418281	Cluster_8888	2321	0	0	0	2	0	274	340	69	368	310	124	4	324	54	187	265
chr4B_part2:152987306-152987526	Cluster_8896	944	0	0	0	0	0	74	250	16	106	112	139	54	70	32	52	39
chr4B_part2:152987631-152987769	Cluster_8897	1268	1	0	0	0	1	187	238	13	89	165	126	38	221	32	70	87
chr4B_part2:152988780-152989206	Cluster_8898	1721	1	0	0	0	0	258	345	23	138	217	217	49	224	63	91	95
chr4B_part2:152989298-152990858	Cluster_8899	2180	1	0	0	1	1	304	468	20	161	237	268	76	304	97	126	116
chr4B_part2:167245889-167245938	Cluster_8935	566	0	0	0	0	0	25	13	42	82	48	35	19	45	58	97	102
chr4B_part2:179001757-179001874	Cluster_8945	308	0	0	0	0	0	27	59	3	23	40	43	15	46	19	10	23
chr4B_part2:203079957-203080054	Cluster_8995	2356	1	0	0	0	2	212	248	96	159	158	179	169	405	174	277	276
chr4B_part2:203081271-203081346	Cluster_8997	573	0	0	0	0	0	78	53	2	48	92	27	4	140	10	50	69
chr4B_part2:203888053-203888153	Cluster_8998	1459	0	0	0	0	0	227	152	10	102	225	48	10	328	43	129	185
chr4B_part2:207510551-207510627	Cluster_9005	2261	0	0	0	0	0	96	85	156	282	236	221	143	154	210	396	282
chr4B_part2:220704777-220704929	Cluster_9024	269	0	0	0	0	0	28	57	2	16	28	44	14	49	14	10	7
chr4D_part1:7875752-7875773	Cluster_9047	587	175	208	154	39	0	0	0	0	0	0	0	1	0	1	2	7
chr4D_part1:60876462-60876665	Cluster_9209	345	0	0	0	0	0	46	42	7	29	28	37	15	65	19	22	35
chr4D_part1:91076546-91076770	Cluster_9256	5717	0	1	1	0	0	706	1294	41	388	691	425	115	1049	184	394	428
chr4D_part1:91077134-91077364	Cluster_9258	9153	3	2	3	4	1	1207	1914	40	600	1142	714	135	1864	238	605	681
chr4D_part1:98531024-98531274	Cluster_9265	259	0	0	0	0	0	32	43	1	19	28	32	8	41	18	17	20
chr4D_part1:291736302-291736386	Cluster_9416	387	0	0	0	0	0	43	78	13	33	30	49	29	43	24	23	22
chr4D_part1:297367508-297368713	Cluster_9426	342	0	1	0	0	1	46	64	0	25	38	29	4	64	17	30	23
chr4D_part1:297368809-297369487	Cluster_9427	562	0	0	1	0	0	69	86	8	37	52	65	25	99	34	49	37
chr4D_part1:297370665-297371758	Cluster_9429	626	0	0	1	1	0	71	118	7	38	49	95	12	100	47	40	47
chr4D_part1:316537283-316537844	Cluster_9446	744	0	0	0	0	1	90	151	5	46	70	106	16	121	63	30	45
chr4D_part1:319243461-319243571	Cluster_9449	614	0	0	0	0	2	97	156	5	49	61	50	14	101	10	30	39
chr4D_part1:375151612-375152157	Cluster_9506	1234	0	0	0	0	0	120	226	26	95	117	202	81	174	45	59	89
chr4D_part1:375152608-375153288	Cluster_9507	954	0	0	1	0	0	118	167	17	85	93	155	59	119	38	40	62
chr4D_part1:440251630-440251779	Cluster_9581	253	0	0	0	0	0	18	39	4	24	24	31	11	56	12	15	19
chr4D_part1:446438193-446440512	Cluster_9587	5371	1	1	0	1	1	629	956	110	395	507	1070	271	750	232	220	227
chr4D_part1:447643812-447643938	Cluster_9590	6354	1	1	0	3	3	731	812	32	353	532	242	189	1530	267	783	875
chr4D_part1:450196303-450196401	Cluster_9595	3623	2	3	3	1	1	461	373	51	236	282	218	160	826	268	344	394
chr4D_part2:21202871-21203006	Cluster_9631	3077	0	0	0	1	0	370	863	40	374	571	186	4	346	30	142	150
chr4D_part2:56471575-56471808	Cluster_9729	393	0	0	0	0	1	45	52	14	20	23	37	30	64	27	39	41
chr5A_part1:3374758-3374917	Cluster_9742	270	0	0	0	0	0	24	40	7	17	24	42	14	41	28	11	22
chr5A_part1:18684569-18684922	Cluster_9784	294	0	0	0	0	0	17	50	8	27	29	29	15	48	21	24	26
chr5A_part1:194739378-194739620	Cluster_9907	396	0	0	0	0	0	57	79	3	14	36	27	2	115	5	31	27
chr5A_part1:244437439-244437555	Cluster_9920	6865	2	4	5	2	2	973	179	818	1075	781	100	23	1544	170	401	786
chr5A_part1:276120891-276120988	Cluster_9950	270	0	0	0	0	0	31	52	6	20	18	80	12	29	7	9	6
chr5A_part1:402025638-402025692	Cluster_10071	495	1	0	0	1	0	13	14	46	76	43	48	27	14	119	55	38
chr5A_part1:419366109-419366133	Cluster_10081	364	1	0	0	0	0	71	64	1	24	33	8	1	97	16	17	31
chr5A_part1:440504306-440504421	Cluster_10110	1575	0	0	0	0	0	247	251	25	127	162	153	70	256	57	101	126
chr5A_part2:20081084-20081597	Cluster_10150	4165	0	0	0	1	1	531	796	30	277	413	313	118	893	133	296	363
chr5A_part2:20081848-20082701	Cluster_10151	363	0	0	0	0	0	46	67	2	26	38	50	13	49	24	21	27
