chr10B	2166009	2167019	chr16B	2443627	2443838
chr15A	3094902	3095368	chr1A	6071071	6071408
chr18B	2044299	2047165	chr16B	833005	834918
chr4A	3966417	3967845	chr12A	2079105	2079663
chr13B	2130072	2137429	chr13A	1952100	1956331
chr2B	1677232	1687005	chr2A	1761249	1768173
chr4A	2772153	2773184	chr3B	1927700	1928453
chr16B	1243782	1245255	chr18B	1544592	1544961
chr1A	6033742	6034371	chr13A	1354305	1354616
chr18A	1932108	1933604	chr5A	2305752	2306114
chr4A	3838106	3838349	chr15A	1255761	1256215
chr3B	2410370	2413474	chr3A	2195117	2197747
chr13A	1960415	1966034	chr13B	2148322	2155865
chr2A	1829904	1830165	chr3B	1954300	1954619
chr12A	1532098	1534498	chr12B	1489250	1490076
chr9B	3360408	3361368	chr11B	3091704	3092498
chr6A	3813404	3814770	chr11B	1880652	1880920
chr16A	2426899	2427738	chr16B	2381752	2382750
chr7B	5452747	5454668	chr12A	2079105	2079663
chr1A	1397615	1397865	chr17A	484363	484670
chr15B	3382777	3384465	chr15A	3383483	3388006
chr1A	4612131	4613892	chr16A	2230446	2232901
chr4B	2886079	2887014	chr17A	2439600	2440319
chr2B	4758359	4758968	chr15B	3395711	3395953
chr5A	1579246	1582520	chr6B	1156250	1156667
chr13A	2229637	2231729	chr2B	3876212	3877111
chr2A	1925631	1928358	chr2B	1817863	1819266
chr16B	184650	184916	chr14B	3506650	3507097
chr7A	1966264	1966771	chr18B	3051502	3051770
chr15B	574659	576215	chr13B	248285	249399
chr16B	2254150	2258144	chr16A	2298608	2300242
chr18A	665333	667087	chr16B	184650	184916
chr14B	1654140	1654594	chr11A	3044709	3044981
chr16A	2407480	2410738	chr16B	2358458	2362225
chr2A	5676071	5677262	chr3A	2181903	2183062
chr2A	2482254	2482911	chr1B	2451028	2451564
chr2A	2959562	2960417	chr3A	3291100	3291920
chr16B	2318912	2319517	chr9A	1096051	1096304
chr17B	2770359	2771320	chr3B	2323400	2323772
chr6B	33809	42811	chr6A	13130	16835
chr7A	1142304	1145014	chr1A	1302005	1302267
chr11A	1858602	1860719	chr17A	207151	207608
chr2A	1785952	1787112	chr2B	1711762	1712968
chr10A	1562294	1565531	chr10B	2154652	2159851
chr7A	4538574	4539497	chr16A	374136	374666
chr15B	2692251	2693161	chr18A	1935950	1936207
chr8A	1390025	1392718	chr14A	1495553	1496168
chr15B	2337350	2338020	chr15A	2403849	2405093
chr15B	3392253	3392520	chr9B	4999450	4999870
chr3A	1971427	1978679	chr3B	2200697	2204038
chr4A	1085666	1089110	chr2A	6053419	6056111
chr2B	3891125	3892795	chr7B	5445961	5446663
chr16B	817777	819970	chr9A	2277552	2278719
chr10A	2541889	2544450	chr12A	2769411	2771184
chr5B	4261228	4264397	chr8A	3462602	3462867
chr7A	45153	46680	chr16A	1574425	1575012
chr12B	1531552	1532536	chr3B	2144950	2145720
chr14B	2708805	2709117	chr12B	885713	886069
chr6B	1144013	1146699	chr18B	1848500	1849317
chr7A	2453177	2455677	chr11A	3044709	3044981
chr1A	5861952	5862222	chr4A	1360314	1360669
chr7A	53451	54120	chr15A	3388328	3388613
chr9A	2018375	2019454	chr9B	2257467	2259979
chr14B	2360547	2364841	chr14A	2248357	2252636
chr10A	3088250	3088520	chr3A	2179854	2180170
chr5B	1138906	1140015	chr2B	4959478	4961359
chr4B	3454562	3457738	chr4A	3156096	3158029
chr15B	2335554	2336738	chr15A	2402450	2403220
chr2B	4759323	4759669	chr15B	3396835	3396876
chr16B	5125907	5127613	chr4A	1661841	1663179
chr12A	2996109	2998270	chr12B	2924477	2927458
chr17B	998350	998852	chr11B	2744907	2745170
chr15A	3397942	3399426	chr15B	3396835	3396876
chr15A	1216152	1216638	chr15A	1229821	1230297
chr4B	5469832	5470653	chr3B	3968778	3969427
chr2A	5950500	5950818	chr11B	498356	498662
chr2B	1823215	1825472	chr2A	1931552	1932799
chr2A	538851	539911	chr18A	1531101	1531820
chr1A	4051535	4051871	chr12B	1223412	1223724
chr15B	2726798	2737105	chr10A	3088250	3088520
chr15A	1229821	1230297	chr15A	1216152	1216638
chr11B	3790327	3791831	chr11A	3500459	3504700
chr17A	2638628	2639258	chr12B	3587855	3588115
chr3B	1981202	1982470	chr7B	4621450	4621760
chr15A	3392613	3393413	chr2B	4755534	4756182
chr16A	2378749	2380422	chr16B	2330145	2331805
chr18B	49452	51216	chr11A	88842	90237
chr4B	1354500	1354767	chr3B	4829814	4830352
chr6B	1326213	1329045	chr13B	3129053	3130548
chr6B	1203454	1204272	chr15B	2688954	2689462
chr5B	4259071	4260939	chr1A	1302005	1302267
chr15B	3392871	3393518	chr2B	4755534	4756182
chr1B	4187850	4188599	chr1B	300700	300968
chr6A	4943802	4944372	chr4A	1360314	1360669
chr11B	1307543	1308843	chr9A	2053216	2054356
chr9A	2143550	2147143	chr9B	2355176	2357819
chr3A	4179472	4182125	chr11A	3044709	3044981
chr7A	3258612	3259718	chr18A	1933808	1934367
chr16A	2414194	2416699	chr16B	2368724	2369996
chr17A	10053	11147	chr13A	15878	16666
chr18B	1845095	1848394	chr2A	2085304	2086563
chr17A	2101973	2102670	chr1A	5782701	5783097
chr5B	4274757	4275020	chr4A	2199352	2200048
chr17B	2709986	2711928	chr8B	1447423	1448369
chr16A	2360103	2361244	chr16B	2319704	2320209
chr17A	2451311	2452313	chr11A	737951	738269
chr6B	5229373	5233166	chr9A	235628	235920
chr9B	4090052	4090315	chr6B	1450704	1451169
chr17A	2458274	2459507	chr3A	2179854	2180170
chr3B	62100	62413	chr17A	207151	207608
chr11A	3555750	3556390	tig00000099	30679	31859
chr4B	3497735	3498623	chr16B	1834160	1834645
chr11A	3241515	3243762	chr10A	3088250	3088520
chr5B	7039014	7041313	chr1B	110306	114153
chr1A	551371	552911	tig00001253	146400	146670
chr1A	2346220	2363817	chr1B	2615713	2623802
chr2B	4762112	4762838	chr15B	3399445	3399754
chr2A	3280671	3281228	chr2A	5950500	5950818
chr8B	1480548	1484278	chr7A	3971552	3971969
chr11B	3094050	3094319	chr5B	5744550	5744818
chr4B	5952135	5954030	chr4A	5660517	5660878
chr3B	3481549	3488344	chr3A	3287265	3290906
chr18A	2817302	2819369	chr6A	390650	391002
chr18A	1807538	1809866	chr14A	2255452	2255819
chr3B	62650	63498	chr10B	4174048	4175643
chr15A	3402848	3404517	chr15B	3401148	3401926
chr5A	4562428	4563821	chr5B	6148613	6150847
chr2A	2877852	2878675	chr15A	306000	306767
chr18A	1935950	1936207	chr16A	227455	228071
chr14A	2248357	2252636	chr14B	2360547	2364841
chr14A	2234606	2241590	chr14B	2351867	2355323
chr2B	1711762	1712968	chr2A	1785952	1787112
chr8A	3685380	3687070	chr16B	4348435	4349541
chr2A	4268129	4268413	chr3B	4804501	4804964
chr9A	1967243	1970124	chr13B	245397	246052
chr11A	1918339	1920236	chr7B	4621450	4621760
chr15A	473101	473393	chr5A	2389853	2390103
chr1B	4224009	4225471	chr4A	3966417	3967845
chr11B	3087350	3087694	chr4A	1358301	1358547
chr14B	2376361	2377714	chr14B	2374178	2374707
chr5B	6942150	6943018	tig00001174	37950	38209
chr9A	42958	47230	chr9B	42419	44712
chr4A	1286875	1287009	chr4B	1525720	1525872
chr5A	276354	277366	chr7A	1595752	1596620
chr18B	2448210	2449513	chr11A	1921400	1921968
chr3B	1927700	1928453	chr4A	2772153	2773184
chr15A	302911	304018	chr14A	1669273	1669820
chr4A	3162421	3163276	chr4B	3463243	3464162
chr8B	1300602	1302665	chr7B	1974557	1975971
chr6B	4001608	4004072	chr10A	1576150	1577169
chr7A	1145700	1147058	chr7A	1967907	1968158
chr9A	1236032	1238084	chr1A	3196646	3196736
chr6B	1226130	1227466	chr6A	3817150	3818149
chr16B	840399	846571	tig00001107	10550	11753
chr18B	2095785	2097259	chr16B	4666887	4668357
chr16A	2442070	2442968	chr13A	2065931	2065964
chr18B	2087852	2089298	chr3A	1457547	1458514
chr16A	839605	841150	chr16B	837745	839043
chr4A	2770715	2771835	chr2A	2545700	2545970
chr10B	1419000	1419562	chr12B	1485601	1485916
chr5B	5742250	5742957	chr1A	5859325	5859719
chr17A	2494872	2495527	chr15A	3405258	3406268
chr16B	1206145	1207867	chr3B	2323400	2323772
chr8A	4484532	4484769	chr17A	207702	208120
chr9B	2242598	2254751	chr9A	2003249	2015785
chr14A	3313713	3314616	chr13A	2065931	2065964
chr5B	6167652	6168677	chr5A	4584523	4585329
chr16B	2330145	2331805	chr16A	2378749	2380422
chr6A	1522400	1530020	chr5A	2840702	2843513
chr14A	1495553	1496168	chr15A	308045	309303
chr9B	3380190	3382551	chr15A	1229821	1230297
chr4B	3491796	3497280	chr4A	3185752	3186020
chr14B	1355357	1356612	chr15A	1031368	1031620
chr4A	1661841	1663179	chr16B	5125907	5127613
chr17B	2050065	2050364	chr17B	645402	645663
chr2A	4399952	4401629	chr13A	1354305	1354616
chr17A	2454949	2456084	chr15B	2688954	2689462
chr17A	2439600	2440319	chr4B	2886079	2887014
chr2B	3854743	3856046	chr2A	1419908	1420399
chr17B	399052	399489	chr12B	1220951	1221218
chr1B	261357	262169	chr16B	4541300	4542114
chr17A	3025917	3026968	chr7B	5445961	5446663
chr2B	3874154	3876130	chr11A	3044709	3044981
chr8A	5093357	5093611	chr9B	27935	28167
chr13A	1946370	1948992	chr13B	2124617	2126981
chr16B	4541300	4542114	chr1B	261357	262169
chr17B	2925467	2926231	chr17A	3165950	3166153
chr5A	278216	279719	chr9A	1096051	1096304
chr17A	3017179	3018668	chr16B	816200	816517
chr17B	645402	645663	chr17B	2050065	2050364
chr4A	3484663	3485018	chr2B	4686950	4687212
chr12B	1972538	1974267	chr8A	3400609	3401919
chr17A	207702	208120	chr8A	4484532	4484769
chr9B	2355176	2357819	chr9A	2143550	2147143
chr10B	3048067	3050165	chr10A	1380331	1381414
chr15A	3201556	3202220	chr15B	2337011	2337269
chr14A	2225738	2228182	chr14B	2339267	2341351
chr2B	3882533	3883772	chr17A	3020552	3021083
chr12B	2911917	2913140	chr12B	2914556	2916907
chr9A	2003249	2015785	chr9B	2242598	2254751
chr9A	842650	845443	chr8A	4345840	4346650
chr3B	4828255	4828521	chr17B	2402255	2402908
chr18A	1942073	1948602	chr6B	1156250	1156667
chr16A	835974	839461	chr16B	836142	836847
chr9A	4531407	4533006	chr13A	2548656	2549109
chr13A	2301702	2302168	chr6A	4681700	4681964
chr1B	770163	771181	chr8A	5089277	5089739
chr12B	68479	70779	chr12A	82918	85270
chr16B	5574493	5574821	chr3B	3388818	3389604
chr10B	2112866	2113470	chr9A	2054603	2055393
chr11A	702598	704440	chr15A	2717779	2718360
chr4B	3473594	3477901	chr4A	3169214	3176547
chr8B	1447423	1448369	chr5A	5153376	5154782
chr3A	2025295	2026287	chr2B	1351807	1352068
chr3B	2323400	2323772	chr2B	4686950	4687212
chr12B	1223859	1225765	chr2B	4688804	4689259
chr2A	4799181	4800363	chr5B	327056	327516
chr4A	3571165	3571417	chr1A	1298219	1299132
chr5B	6145543	6147245	chr5B	861263	861394
chr2B	1665613	1668687	chr2A	1747567	1751865
chr5A	4576274	4577152	chr5B	6161651	6162990
chr2A	1076891	1079468	chr5B	5744550	5744818
chr9A	2914826	2916232	chr10A	3212985	3214334
chr15B	3388750	3389171	chr15A	3388328	3388613
chr5B	6152451	6153326	chr5A	4566125	4569370
chr10A	540507	540767	chr2B	1696450	1696760
chr5A	275465	276240	chr17A	2518550	2519005
chr13A	1936375	1942316	chr13B	2114716	2117596
chr4A	3180898	3183257	tig00001220	15133	17387
chr5A	2062051	2062612	chr13A	2298807	2299117
chr16A	828539	829268	chr4A	2770715	2771835
chr10B	4657200	4657519	chr3B	2323400	2323772
chr10B	4918500	4919017	chr4B	4053776	4054469
chr8B	556106	556565	chr17B	645402	645663
chr7A	1755194	1756392	chr11B	3926311	3927862
chr1A	1049578	1051870	chr18A	1935007	1935644
chr16B	1973619	1973938	chr2A	3821576	3821800
chr4B	5738714	5741069	chr13A	2548656	2549109
chr3A	2027805	2028218	chr11A	1874875	1875246
chr14B	609303	610192	chr2B	4686950	4687212
chr16A	2399619	2401176	chr16B	2350899	2352454
chr13A	1952100	1956331	chr13B	2130072	2137429
chr13A	1999477	2001055	chr13B	2199566	2200448
chr8A	1377451	1379063	chr15A	306000	306767
chr2B	4761648	4761876	chr15A	3400073	3400857
chr5A	2840702	2843513	chr18B	2777167	2779120
chr13B	247306	247751	chr11B	2057450	2057994
chr5A	4558674	4559923	chr5B	6140559	6141799
chr18A	2555511	2557211	chr5B	2866316	2867885
chr8B	1405209	1405885	chr3B	1373638	1374400
chr15B	2789087	2791816	chr3B	19972	20361
chr11A	3584613	3585110	tig00001229	19567	20072
chr15B	602656	604130	chr9B	4154668	4155255
chr11A	136460	137449	chr1A	181660	182968
chr7A	2875351	2876016	chr7B	4621450	4621760
chr6A	1437459	1438257	chr15A	1215311	1215870
chr11A	2791600	2793056	chr2A	2086669	2087218
chr4A	2639640	2644772	chr4A	2647810	2649889
chr1A	1053476	1054668	chr15B	2688954	2689462
chr1A	3640450	3641021	chr2B	1695200	1695560
chr15A	3389400	3390164	chr15B	3389650	3390574
chr5B	1922162	1922775	chr15A	1229821	1230297
chr9A	1239910	1240966	chr14A	1545535	1546519
chr6A	1513134	1516444	chr18A	1935950	1936207
chr13A	2654680	2655120	chr16B	184650	184916
chr10B	4175800	4176408	chr2B	68784	69569
chr10B	4391850	4392361	chr10B	3819351	3820649
chr5B	4398662	4399768	chr17A	207702	208120
chr15B	3396950	3397414	chr15A	3397942	3399426
chr4A	3485153	3485592	chr15A	1877252	1877602
chr8B	1724503	1725944	chr1B	3870415	3872238
chr9A	2015891	2018039	chr9B	2254897	2257367
chr5A	4566125	4569370	chr5B	6152451	6153326
chr7A	1848960	1855169	tig00001220	6692	7075
chr16B	2368724	2369996	chr16A	2414194	2416699
chr1A	2816650	2817209	chr4B	1354500	1354767
chr6B	4234500	4234771	chr15B	1612952	1613215
chr3A	3523283	3524918	chr1B	3430852	3431317
chr6B	1156751	1157373	chr5A	2305752	2306114
chr4B	3463243	3464162	chr4A	3162421	3163276
chr1B	4303389	4304067	chr1A	6034971	6035237
chr16A	2357952	2358423	chr8A	4484532	4484769
chr13A	1710800	1711215	chr1B	2451028	2451564
chr13A	2043421	2045145	chr6B	1156751	1157373
chr3A	620054	623252	chr2B	1071152	1072149
chr14B	3506650	3507097	chr16B	184650	184916
chr3B	22400	22670	chr3B	4804501	4804964
chr3B	3891604	3891866	chr9A	3030650	3031156
chr1A	5859325	5859719	chr5B	5742250	5742957
chr13A	2549502	2550282	chr6B	4234500	4234771
chr16A	1081754	1082605	chr17A	3071488	3071786
chr6B	5237361	5238921	chr1A	39145	40861
chr9B	3358778	3360191	chr6A	4104309	4104564
chr8B	1449077	1464656	chr14A	279102	279354
chr11B	4134834	4135867	tig00016878	48321	49020
chr6B	2945574	2945919	chr1A	5782701	5783097
chr6A	3817150	3818149	chr1A	3492753	3493396
chr3B	1373638	1374400	chr8B	1405209	1405885
chr10B	2140671	2152656	chr10A	1554162	1561499
chr3A	2104290	2105320	chr7B	4621450	4621760
chr11B	3640838	3647315	chr5A	2307951	2308321
chr15A	301450	302558	chr14A	1481869	1482717
chr9A	2991904	2992418	chr13A	1354305	1354616
chr1A	4147354	4157580	chr16B	885341	887375
chr5B	1117095	1125162	chr3A	5065581	5067626
chr3B	2872265	2873518	chr3A	2179854	2180170
chr7B	2014568	2039895	chr7A	1873035	1881919
chr12B	2906677	2907965	chr12A	2981000	2982273
chr16A	2440800	2441217	chr16B	2442293	2442993
chr7B	4431238	4431966	chr14A	1495050	1495368
chr3B	3396208	3396508	chr17B	2050065	2050364
chr15A	1876871	1877137	chr12B	1220951	1221218
chr9A	2053216	2054356	chr8A	1394917	1395269
chr11A	2826001	2827119	chr5A	711500	711764
chr18B	2148886	2151933	chr18A	1933808	1934367
chr2B	3883854	3885467	chr17A	3023608	3024619
chr4B	3464376	3466590	chr4A	3164359	3165710
chr16A	389215	389704	chr9B	4999450	4999870
chr15A	2716010	2717618	chr2A	2482254	2482911
chr8A	1395850	1396881	chr13A	1710800	1711215
chr10A	1551009	1554079	chr1A	2368569	2376338
chr14B	2358487	2360459	chr14A	2245960	2247849
chr6A	1460438	1462070	chr15B	2691900	2692170
chr3A	5957551	5959328	chr10A	3429127	3430070
chr15A	308045	309303	chr14A	1495050	1495368
chr13A	1966109	1969521	chr13B	2155976	2159790
chr9A	2994050	2995696	chr17B	20557	21220
chr8B	2056755	2057603	chr11B	2057450	2057994
chr9A	1372733	1375493	chr13B	247306	247751
chr10A	4172254	4176308	chr1A	3499625	3503411
chr5B	2537819	2538746	chr2A	5318402	5318667
chr4A	1362859	1363216	chr10B	4012719	4013069
chr5B	4272950	4273520	chr6A	4639162	4639820
chr8B	2697402	2706615	chr16A	3400753	3408281
chr13B	2097954	2101040	chr15B	515550	516787
chr15B	2338401	2339869	chr9A	3004400	3004723
chr1A	5857004	5857521	chr5B	5744550	5744818
chr5B	2866316	2867885	chr12A	2079105	2079663
chr9B	1547651	1548214	chr12B	1485601	1485916
chr13A	1973631	1983077	chr13B	2166994	2168882
chr2A	3278871	3279418	chr8B	1406018	1406510
chr10B	4174048	4175643	chr17A	207702	208120
chr3B	3060801	3062389	chr3B	419760	420784
chr2A	4955375	4958948	chr2A	5033034	5035772
chr4B	3480253	3480606	chr4A	3177230	3177586
chr1B	4123752	4125729	chr8B	385982	388891
chr7A	1845751	1848838	chr2A	3821576	3821800
chr16B	4547305	4547919	chr3A	2179854	2180170
chr18A	2680414	2681689	chr9A	2992650	2993370
chr16B	2416317	2417351	chr17B	2402255	2402908
chr10A	1609399	1611607	chr16B	4541300	4542114
chr13B	2163026	2166889	chr13A	1973631	1983077
chr15B	1612952	1613215	chr6B	4234500	4234771
chr12B	89749	94389	chr6B	1552324	1554313
chr12A	2380626	2386848	chr8B	2674947	2679161
chr18B	2065199	2066357	chr11A	3584613	3585110
chr5B	2539100	2539926	chr11A	3346953	3347218
chr12B	2789156	2789967	chr10B	4657200	4657519
chr4B	4055410	4056121	chr1A	6075872	6076765
chr6A	4641234	4645533	chr2A	5474274	5474520
chr1A	39145	40861	chr5A	52730	53403
chr13A	1970152	1973235	chr13B	2159922	2162649
chr2A	1035051	1036568	chr15B	1612952	1613215
chr12B	2904902	2906563	chr12A	2979239	2980885
chr7A	4574366	4575466	chr1A	5861952	5862222
chr14A	1669273	1669820	chr4A	1362859	1363216
chr7B	1013048	1015137	chr7A	985672	987777
chr3B	4804501	4804964	chr2A	4268129	4268413
chr5A	908700	909520	chr7B	4621450	4621760
chr10A	1550218	1550918	chr10A	1528802	1530338
chr18B	2093542	2095190	chr16B	4669456	4670484
chr11B	1472110	1472906	chr13A	1110053	1111351
chr6A	5521514	5526260	chr6B	5229373	5233166
chr13B	1261189	1264260	chr8A	1395850	1396881
chr13B	2854614	2855965	chr16B	2411169	2412669
chr9A	2054603	2055393	chr10B	2112866	2113470
chr6A	4637373	4638957	chr14A	1481869	1482717
chr16B	2364406	2366029	chr16A	2407480	2410738
chr14B	2345885	2351616	chr14A	2229778	2234302
chr5B	6165436	6167523	chr5A	4580673	4582761
chr18A	2039954	2043260	chr15B	2691900	2692170
chr9A	4269359	4273301	chr9B	4630012	4633474
chr12B	1457451	1458618	chr1B	3790303	3790557
chr14A	2229778	2234302	chr14B	2344415	2345397
chr13B	2117729	2121198	chr13A	1936375	1942316
chr10A	1572254	1575153	chr10B	2166009	2167019
chr1B	4664299	4667276	chr7A	2376947	2380712
chr12B	2891575	2901262	chr12A	2965897	2976748
chr16B	2411169	2412669	chr13B	2854614	2855965
chr7B	4821254	4822310	chr4A	1359660	1359919
chr12A	2958132	2960408	chr12B	2886584	2888833
chr9B	2117927	2120708	chr7B	5445961	5446663
chr8A	1236316	1239977	chr17A	1119301	1121621
chr16B	4359901	4360169	chr3B	4829814	4830352
chr1B	3787785	3788771	chr15A	310354	311119
chr15B	569030	570088	chr12B	1396106	1396401
chr3B	3968778	3969427	chr4B	5469832	5470653
chr2B	1351807	1352068	chr5A	1422763	1423091
chr11B	1964904	1968101	chr11A	1954351	1957067
chr9A	839595	841699	chr5B	5744550	5744818
chr16A	543952	545601	chr10B	4391850	4392361
chr16B	32300	32569	chr5A	1365803	1366509
chr16B	4671721	4672888	chr3A	1460794	1461739
chr9A	3045780	3052177	chr9B	3374155	3380086
chr15B	2673440	2677349	chr8A	3297444	3298969
chr9A	2277552	2278719	chr8A	2277900	2278955
chr12B	1479026	1480333	chr6A	4639989	4640763
chr11B	3880903	3882572	chr11B	3857078	3858295
chr6B	1204345	1206037	chr6B	1156250	1156667
chr3B	1161860	1163268	chr3A	2179854	2180170
chr4A	3187310	3188541	tig00001220	9838	11059
chr9A	4254760	4262601	chr9B	4625302	4625688
chr16B	2358458	2362225	chr16A	2407480	2410738
chr8B	1401753	1402619	chr9B	377553	378157
chr4B	1831353	1834166	chr3B	3971911	3972070
chr17B	19023	20269	chr9A	2995850	2996120
chr5A	709151	709618	chr9A	1246965	1247517
chr11B	3839025	3840056	tig00000099	15703	18835
chr17A	2087904	2090246	chr3A	3291100	3291920
chr4B	5454077	5455714	chr5A	2537039	2537411
chr5B	6140559	6141799	chr5A	4558674	4559923
chr1A	4052100	4052386	chr11A	3348336	3348672
chr5B	1396386	1396659	chr8A	5093357	5093611
chr6A	4477647	4479480	chr16B	755567	756908
chr18A	1873664	1882428	chr1B	3674276	3674761
chr14A	813225	814965	chr7A	3971552	3971969
chr14A	1481869	1482717	chr3B	467438	467907
chr9A	2028076	2034037	chr9B	2268116	2276028
chr6A	2805	8038	chr13A	15878	16666
chr7A	1131619	1134018	chr3A	4641252	4641560
chr18B	1544592	1544961	chr9B	4154668	4155255
chr8B	1502432	1506003	chr6B	1156751	1157373
chr9B	1447026	1448366	chr11B	501500	501767
chr15A	1255761	1256215	chr4A	3838106	3838349
chr14B	2341454	2344332	chr14A	2228425	2229687
chr2A	2086669	2087218	chr12A	324955	325636
chr15B	2747129	2750307	chr17A	2757298	2757856
chr15A	1031368	1031620	chr9B	4090052	4090315
chr17A	2457086	2458119	chr7A	3972900	3974018
chr11B	3091704	3092498	chr5B	5742250	5742957
chr4A	3177230	3177586	chr4B	3480253	3480606
chr11B	4314940	4316420	chr9A	73805	75815
chr12B	2254961	2258857	chr12A	2270200	2272456
chr15B	2332035	2333985	chr15A	2401862	2402269
chr1A	2364069	2368482	chr10A	1554162	1561499
chr1A	5768550	5769619	chr1B	6178609	6179875
chr8A	1375274	1377108	chr2B	3861656	3863166
chr16B	4674957	4676810	chr18B	2087852	2089298
chr5A	5039356	5039565	chr4A	4723136	4723293
chr10A	1392520	1393351	chr7B	4621450	4621760
chr5B	4264500	4265350	chr3A	4641252	4641560
chr2B	4517765	4519158	chr4B	2501801	2502666
chr1A	2368569	2376338	chr10A	1551009	1554079
chr7A	2884559	2885140	chr3A	2102406	2102939
chr2B	1696450	1696760	chr10A	540507	540767
chr16B	2370100	2373847	chr16A	2416800	2418183
chr6B	2943209	2943539	chr18A	2843502	2844170
chr8A	4345840	4346650	chr1A	2308057	2308745
chr5A	2389853	2390103	chr15A	473101	473393
chr10B	210995	216410	chr1B	5694373	5699283
chr16B	4364651	4368582	chr8A	3687314	3690773
chr1B	2763433	2764711	chr1A	6033742	6034371
chr6B	3761653	3762020	chr2A	5947850	5948317
chr5A	1365803	1366509	chr12B	1484454	1484818
chr3B	3972507	3973191	chr1B	3790303	3790557
chr5A	4584523	4585329	chr5B	6167652	6168677
chr16B	755567	756908	chr6A	4477647	4479480
chr4B	4791201	4791669	chr1A	5863503	5864055
chr14A	1495050	1495368	chr7B	4431238	4431966
chr9B	375817	377268	chr2A	5947850	5948317
chr7B	4314140	4314925	chr8B	1403354	1403866
chr14A	1179385	1181142	chr13A	1110053	1111351
chr3A	1942061	1967964	chr3B	2183873	2189163
chr1A	6071071	6071408	chr15A	3094902	3095368
chr1A	3492753	3493396	chr9B	4090052	4090315
chr8A	1393404	1394812	chr15A	2717779	2718360
chr10A	4575451	4576116	chr2B	4686950	4687212
chr15A	2717779	2718360	chr2A	2483205	2483752
chr12B	3922744	3927777	chr13B	248285	249399
chr9B	2140587	2143663	chr18B	1544592	1544961
chr1B	3792200	3792721	chr6A	4104309	4104564
chr3A	2179854	2180170	chr10A	3088250	3088520
chr9B	5078346	5088344	chr9A	4683093	4684954
chr16B	2317183	2318155	chr16A	2357952	2358423
chr10A	1500927	1502320	chr10B	2111450	2112675
chr2B	3703754	3704160	chr18B	3051502	3051770
chr5A	4569470	4571646	chr5B	6153564	6157036
chr12B	2927618	2929398	chr12A	2998772	2999965
chr16A	2388888	2395628	chr16B	2340841	2341720
chr16B	4970406	4970664	chr13A	2302451	2302709
chr13B	2801551	2801923	chr4A	1365557	1365803
chr9A	4705101	4705610	chr2B	4516672	4517666
chr13A	2302803	2303265	chr15A	1031368	1031620
chr7B	648850	650040	chr8B	2062405	2062668
chr4B	5468750	5469574	chr4A	1358301	1358547
